"","No screening","0.9999 0 IgAEMA","0.9999 0 IgAEMA plus HLA","0.766 0.625 IgAEMA","0.766 0.625 IgAEMA plus HLA","0.409 0.922 IgAEMA","0.409 0.922 IgAEMA plus HLA","0.123 0.989 IgAEMA","0.123 0.989 IgAEMA plus HLA","0.002 0.9999 IgAEMA","0.002 0.9999 IgAEMA plus HLA","0.773 0.659 IgAEMA","0.773 0.659 IgAEMA plus HLA","0.584 0.889 IgAEMA","0.584 0.889 IgAEMA plus HLA","0.335 0.97 IgAEMA","0.335 0.97 IgAEMA plus HLA","0.1 0.996 IgAEMA","0.1 0.996 IgAEMA plus HLA"
"568",13332.5029541492,14876.320715368,15244.2206100743,14104.7606312022,14817.1604329977,13972.8202505531,14676.0949500995,14010.7906909983,14703.8423655998,14117.1869766334,14756.3098041344,14091.3572577642,14800.9793051918,14008.2732200975,14702.1956818264,14046.8974398801,14718.5134045451,14185.143022563,14781.0675822838
"569",11493.8569977973,15109.8865722413,15500.7456272406,12355.7657541911,15095.6526293296,12348.1172743578,15000.964336978,12703.5861930449,15051.7122407024,13289.7936301791,15110.0236426817,12364.6823544277,15087.4435752502,12462.4752270716,15030.3892029287,12856.5122245582,15068.3166217849,13639.6198169133,15135.532205894
"570",12976.8313441152,15023.4663844582,15413.4334816353,13768.4049730911,14999.4943857529,13666.7313456603,14869.2028210036,13781.3335850967,14895.4061535962,14003.7877074995,14938.5017445059,13760.4437567569,14984.6945526892,13721.2940143309,14895.4064658135,13845.8545178109,14910.3280960133,14140.1175716909,14958.5557891503
"571",9352.31508888852,14968.7841535404,15507.4745295562,10297.2573374892,15051.5950300954,10412.6783006352,14951.3280697685,11078.8223732989,15000.6457444248,12130.3569044423,15058.1214047059,10328.301894937,15046.7576664848,10604.5826317596,14987.4335930024,11345.8752052392,15021.0104555918,12751.5819177726,14316.0250593223
"572",12553.5701041083,15106.8229500272,15443.9362806269,13365.7236918296,15016.7645453501,13295.8596004226,14894.937988149,13490.0787611601,14926.5053188684,13831.1443610762,14976.8612552009,13363.4670991831,15006.1903462202,13370.2688786512,14924.0165438864,13583.7068079309,14942.5433890754,14036.3457437259,15000.5933331748
"573",9662.02689318248,14979.5150111713,15424.1453911583,10597.1421337317,14954.6092968091,10692.2254990245,14861.6774183846,11309.3794430819,14911.9734658941,12288.878435356,14971.4081321394,10624.6027788459,14953.9336118743,10872.0936631232,14900.0088587489,11558.869135524,14932.8136684696,12868.6929061069,14998.9692453787
"574",11123.8943024302,14868.8671817241,15256.9919189094,11992.2315445694,14790.1679443763,11990.6596838906,14675.7232646286,12363.3679243111,14710.3343829646,12976.2975342051,14761.3007577492,12002.3603242576,14785.0539147476,12109.7469959055,14710.6989412197,12523.3572532874,14729.1997070945,13342.1448591943,14785.8564720098
"575",9313.19014786262,15071.6992396674,15588.0229918852,10265.6350698582,15136.9215789441,10386.4146624618,15033.1008959775,11069.4912717463,15076.2345648845,12150.2836526594,15128.7175327365,10297.695480963,15131.7563878375,10582.5768489473,15068.7688185367,11343.4781573342,15096.4267274524,12790.4796379967,14522.658097519
"576",12538.713055915,14947.264959347,15334.2614094454,13343.0155417386,14912.3918600834,13263.846208972,14779.3525907801,13434.4978128101,14802.3374004936,13741.2150115412,14843.9440657796,13339.0862231189,14898.4732671949,13332.3736498819,14806.7249226503,13519.707158605,14817.8468145076,13926.9096665209,14863.8886287533
"577",14004.9686289777,15144.6426135587,15397.3670516023,14757.8139856784,15008.633440375,14602.1676155794,14871.1696246243,14578.6379702285,14896.2963774281,14592.1678119416,14948.6790937286,14740.1172341587,14991.3869769874,14622.2241556921,14893.6641970951,14592.0362583959,14909.0887151828,14605.6547362987,14973.6176052964
"578",11975.5355281791,15054.2890613022,15416.148573994,12808.9066106572,14995.5936026781,12771.6567318522,14873.2580282723,13047.8019392133,14900.0444088508,13511.0998278855,14943.3789369857,12812.527998441,14984.7362282201,12866.6009403513,14902.2610329293,13171.5765666285,14916.3423895723,13787.3775853089,14964.1372692041
"579",11785.9208420088,15033.5984463479,15341.2067815253,12627.7435180659,14922.5048960277,12597.4088621697,14812.3925406271,12894.4724588254,14845.8550983227,13393.7675706776,14894.5735644396,12632.6145141397,14914.7212126951,12697.3939176297,14842.4670386051,13026.495309535,14862.4023964479,13693.3323969965,14917.4958541737
"580",10365.8232531225,15109.975456938,15510.8109967474,11270.2211950102,15064.9200579591,11333.3900574372,14970.0825667088,11865.327783327,15016.7966301317,12714.8993362806,15073.4420141614,11291.8541002308,15062.1294501723,11491.8484246,15005.4114906668,12083.1219549022,15036.1389007343,13217.9770954509,15099.6058626808
"581",11436.8466162995,15013.3089707503,15429.658719878,12289.1753848962,15011.4610386669,12279.5026242995,14896.7607366003,12627.5928786544,14930.5166092974,13204.3402520702,14977.1371110396,12297.6841387352,15001.1272104954,12391.9348795989,14926.2197754151,12778.2474979407,14947.2416181058,13549.6741785604,14998.8071706946
"582",11647.1944259932,15065.3349326796,15459.1487499504,12499.3426353474,15036.7739660318,12482.0177513844,14918.0374875241,12810.4257339203,14948.6897366748,13351.8279921102,14993.8513780142,12506.5923985447,15026.2740436809,12590.1077070353,14947.6388612352,12953.3513745879,14965.4323694474,13673.4497990271,15015.1675143713
"583",12476.2876674578,15176.6490324295,15496.9815890353,13296.6554379599,15084.1311765235,13233.2629618737,14968.6029263034,13446.6286180298,15002.71809901,13819.3617866845,15053.0610605218,13295.5863205814,15073.6932113137,13312.3926606313,14996.8247794343,13547.6912322421,15018.4080656108,14044.4747610464,15076.3459015632
"584",11314.907309368,14976.6196123067,15350.7574894153,12177.790849136,14873.5681723548,12172.9806875051,14757.1732908609,12535.3482746832,14786.8655483763,13130.3969612127,14833.9207044786,12187.3424020362,14869.6461210757,12289.636859151,14793.216560626,12691.372517469,14806.0719389984,13484.6753268107,14857.2661269056
"585",12946.0765082383,15084.8580195656,15389.5965450711,13742.6098019781,14960.6938809127,13646.334062002,14827.8092138985,13775.0669609923,14849.3131584378,14018.154256432,14893.9673136155,13735.6723787531,14948.709865465,13704.6366105403,14856.0205909441,13844.9417851682,14864.8133021188,14166.2262217688,14916.0084048493
"586",9149.58862267716,15142.5729915276,15651.874518279,10113.9027542633,15191.6910553069,10250.8365582117,15094.9535279212,10973.6504051313,15143.6343656765,12110.7335833486,15200.390535969,10148.8887224115,15188.8955838893,10457.0836127471,15132.4341338322,11261.7983304589,15164.6003232264,12782.0911837597,15226.7968057285
"587",11244.783784999,15024.4256908672,15473.9408016489,12107.9158064076,15018.3177111358,12108.9068566181,14879.4344102495,12486.1088785876,14895.3898280622,13107.0269803205,14931.4005825104,12118.4648001536,15007.2175832558,12229.0328863818,14911.4171433207,12648.0851547432,14913.3842365851,13478.3534111824,14950.1928117524
"588",13776.3586161645,15134.4843435352,15415.0853991188,14538.5424916883,15027.7594617574,14395.6286928425,14895.9524337419,14404.9200722719,14915.2585391349,14467.7994061773,14953.5785409015,14523.1961309521,15011.7251958598,14424.1113261217,14919.0987927827,14430.7303454386,14928.4678722803,14510.1656294246,14971.6701868726
"589",12064.6451155297,14933.8357803514,15275.3849059466,12891.5301063493,14859.6670788551,12838.9341228282,14740.0323165482,13079.0716612499,14769.8657471638,13491.2839102404,14816.0238485858,12892.412081386,14848.7491716287,12924.8191277551,14768.4477938167,13189.973746096,14785.778683151,13739.1236570156,14837.729752258
"590",12138.5476788074,15156.6785998883,15570.8397161286,12970.4842994383,15163.5964745783,12928.2722918642,15055.4065787062,13193.274182021,15096.5265193449,13642.3651916378,15147.900547023,12973.1438349503,15152.5110440451,13020.0390596394,15083.4072789053,13312.8245781868,15112.4621394475,13911.5528728179,14588.7136295543
"591",11283.8878061885,15044.4742524514,15394.8066952548,12148.9029776318,14957.8641329816,12149.4673439217,14848.8918822502,12525.5751631489,14884.29688263,13143.5558195259,14934.1872527549,12159.3506254824,14951.7244498761,12269.2188893899,14881.3699984403,12686.6785110075,14902.083304302,13512.434173461,14957.8128125168
"592",13190.0263823312,15124.2810494388,15501.3920266855,13976.125011734,15092.3194061277,13868.2796803225,14968.2301620288,13966.4504804209,15001.1711949066,14163.9321210738,15049.9738182258,13967.0122578369,15078.0128383834,13918.6018747337,14994.1827902247,14024.6996795517,15015.8871136876,14285.5340152117,15072.0428704661
"593",10247.3124439124,14978.3375726902,15463.3843310116,11151.6393261254,14982.2060169606,11211.3123742018,14868.0728922121,11736.9401086744,14905.4973078785,12580.3564361672,14957.1994863077,11172.6826264143,14977.8202254971,11368.2178280512,14905.3154911386,11953.0429001628,14925.8654730432,13081.4834008119,14982.1163753774
"594",9563.95678128556,14812.7712151384,15211.054643947,10489.4034713937,14749.5564392701,10578.3304459096,14662.7433661954,11180.0353338109,14713.0225366661,12141.8002645616,14771.8380768841,10515.6647269725,14750.3414957198,10753.896180923,14700.8770756021,11424.447912581,14733.5485739821,12714.1761364429,14799.1132518927
"595",12906.942327905,14999.3264717878,15353.6553672452,13698.9672328339,14931.4461428889,13601.1633235627,14799.2526635269,13724.2429619345,14825.5742619741,13958.3870450085,14872.4585947167,13691.6849031459,14917.721783813,13657.8404824448,14826.4183221666,13791.7373861067,14840.7947337914,14101.0703843019,14894.6757793769
"596",9555.27260507296,14964.0120980738,15473.7701551063,10484.3922264734,14970.3707393343,10584.7603358576,14866.9579779196,11213.2169563634,14910.9459985438,12213.6521580397,14966.7511650854,10512.6862184518,14970.4172611731,10767.0157830724,14908.0257779433,11467.3153424435,14933.0287029813,12807.9542220799,14993.5343645654
"597",13196.7492371275,15044.4018067638,15391.7530463433,13980.3025862094,14983.4829382238,13867.3343927236,14858.5059534922,13952.6361154335,14891.6800567105,14130.1345114062,14942.6315760562,13970.2841522685,14969.2700599075,13914.5132582225,14884.3193415171,14006.0886757279,14906.2403777297,14239.6992620802,14965.7987107977
"598",11091.1096313554,15099.8033593022,15443.0751419306,11967.9901799786,15019.5647598466,11982.8838256419,14923.9744068866,12396.3774005297,14970.0692046936,13071.7541997924,15026.8106075152,11980.9866709184,15014.5693876525,12111.7725183992,14956.1614950722,12571.1478217556,14987.758254286,13474.7640495551,15052.6007427532
"599",12671.6613444106,15158.2872551681,15378.6769660645,13482.7121764999,15007.4848933396,13406.858741139,14906.4802132146,13588.0481229979,14943.416454034,13911.7894506593,14992.8192969334,13479.3942332465,14997.4673450118,13477.9624889355,14931.6503729862,13677.1654489682,14957.5249919372,14107.938992835,15014.9548511235
"600",13748.5909617372,14984.2457396668,15305.3265762319,14511.5096561747,14896.5151404371,14359.0104143334,14748.2702411026,14347.3177013606,14760.8826974422,14379.1285373899,14797.2604113667,14494.5483575448,14878.4544577763,14382.5659505245,14772.0730358233,14365.7297352366,14774.4968396418,14403.4024328217,14815.2070394268
"601",11980.7945924725,15048.4019353701,15436.3704245039,12815.1377962721,14980.3716956937,12775.2434633542,14866.018335175,13046.8255182743,14906.7285349818,13506.3582535767,14964.8048578271,12818.2440939077,14973.2261830321,12868.744460275,14898.88746027,13169.0189044536,14924.4934728769,13781.9234566983,14991.8956250757
"602",13706.809099754,15049.1930745304,15309.0408806549,14472.2443678503,14928.2141531805,14327.2541045108,14805.1563902887,14333.2335970716,14834.1278601583,14391.7303143057,14880.8901419443,14456.5414319705,14912.9529226319,14354.8798819288,14828.1009493079,14357.7620544754,14847.1598170612,14431.7195215629,14902.0762219729
"603",13023.5705370121,15034.8737704673,15299.5450045921,13818.1271108,14901.8061746519,13712.4377468666,14777.0996825353,13819.6022649539,14802.4956606889,14031.4978245649,14847.2979295011,13809.5337962744,14888.6924620084,13765.39779439,14802.5825301186,13881.7074672956,14816.7791357178,14161.8461592407,14868.4466101511
"604",12552.448971343,14993.0909220915,15282.5749115142,13357.0360412293,14881.567763665,13279.8794341143,14760.0448728757,13455.3278546251,14785.2015754897,13769.4872862948,14828.0827458401,13353.4608843486,14869.7306005277,13349.5834865558,14786.6401904758,13542.3526824159,14800.1077982493,13959.6807039638,14848.4718663786
"605",12743.3893291963,15067.9641231947,15377.1873445659,13544.3970430157,14980.6116101759,13461.1447468881,14856.8831060299,13620.5561524723,14880.1759803582,13908.6822427244,14920.2207459051,13539.7450601895,14967.5168152587,13526.9760148906,14882.6444201536,13701.4576866462,14894.7982605244,14082.6556607959,14939.226203413
"606",11723.5211478547,15105.6911439457,15424.6627250217,12570.9217672597,15016.3460085274,12549.1623720352,14909.2502512765,12867.6074018198,14944.8014117659,13398.699682103,14993.6576905848,12577.3189568002,15007.9785903449,12654.4301616253,14938.5168902935,13007.3669858678,14961.1125676724,13716.6917070598,15016.2795767847
"607",9718.96229429619,14844.8992202348,15334.3684852771,10642.811946358,14888.5671665866,10726.8057133501,14783.0320781194,11314.5573498146,14825.508201011,12250.3152197213,14878.1413217746,10668.2307205223,14882.4428422033,10899.1945540295,14817.4419861948,11553.2141954487,14844.9175462339,12804.8549652044,14902.6721645982
"608",9765.60421977461,14996.348304056,15466.924434891,10692.3088104062,14999.5257118555,10784.8888841446,14891.7457025202,11392.0328686946,14930.2269164129,12353.7602973993,14980.8892559408,10719.2919478989,14995.8487971552,10962.3468758699,14928.734599568,11637.6127743033,14950.6563709697,12921.9598608795,15005.2646952208
"609",11968.9969901614,15156.4159210494,15461.9617663411,12813.0591060314,15035.2920985587,12780.1143738701,14922.3263869502,13070.7274565405,14953.9468939,13556.7319352452,15001.86272538,12817.5427910425,15027.676424623,12878.8661092359,14953.0056950162,13200.0801436478,14970.748218245,13846.6037659531,15024.6870775907
"610",13184.2084403793,15027.7702504195,15291.5523426705,13966.1657717616,14887.8144213558,13852.4363228033,14759.7231779482,13935.9287208329,14784.3116115971,14111.3598263344,14831.073706499,13956.0393251375,14874.6393662728,13899.2826768567,14785.4283595237,13989.0503664001,14798.5984345338,14220.0846136842,14853.465781765
"611",10371.4964672204,14999.8574881341,15427.4504057105,11269.5210121093,14971.4954167856,11322.9841551196,14876.1988119683,11832.3584120448,14926.4748103187,12652.8034476875,14986.9509200953,11289.363101054,14968.7547261982,11475.4789785816,14912.1428391565,12042.3143754381,14946.0433311149,13141.274081618,15014.6274508848
"612",12548.564309237,15068.5354067712,15427.3595749064,13353.8908495527,15025.0320061545,13282.3421364891,14904.8155707377,13470.6947099439,14933.5055568581,13804.5497031172,14977.0714353286,13351.255127112,15012.314903923,13355.0252063659,14931.3326681464,13562.272574867,14948.5748160796,14006.4799029031,14997.2715089838
"613",10815.2704098808,15015.7184737225,15373.0845130987,11699.4111948786,14951.0705999592,11727.7464054146,14851.2571895246,12173.5362417918,14892.4733796384,12894.9259290398,14944.66257721,11714.8334777857,14945.3479967324,11864.8360282532,14883.2542446362,12359.9537674071,14910.2354621757,13323.6067536717,14968.7534064614
"614",12650.2099757464,15193.647120787,15431.9766962769,13463.1024249261,15051.814635256,13390.9695888936,14930.8615719154,13581.2143068651,14948.0775696838,13917.2563538917,14982.048049606,13460.5330732006,15039.5475154963,13464.7122741301,14955.8431862218,13673.9742441301,14962.2875406038,14119.9699180392,14998.7750642495
"615",12310.197383017,14966.9355479051,15420.2755100885,13122.8088579875,14979.9823619203,13057.924358468,14844.3041194655,13265.0385014361,14870.2045737115,13628.8522534969,14914.8377613891,13121.3976825369,14966.2143683163,13135.294508977,14873.296831827,13363.803162945,14886.5957051691,13849.1524417467,14936.1238509822
"616",9840.62178412896,15101.4536468659,15507.1650866601,10772.6052573507,15091.311627506,10864.5725634601,14996.1199880276,11473.3422243043,15038.2927085426,12439.8940747416,15088.5149216439,10799.5064758902,15086.0834677499,11042.3812412338,15028.7552293203,11719.7523774222,15056.80955381,13011.9852385477,14341.1565278083
"617",12302.0144582511,15192.4521861704,15540.9534402946,13129.6976334077,15121.3419758365,13080.3814312696,15005.5469370215,13327.0096740893,15040.2372344466,13746.4197234947,15090.6024930089,13131.1451517254,15111.214981874,13167.8871808103,15034.6001514144,13439.8312174771,15056.4168875812,13997.1982267313,15113.9351842008
"618",12602.5998383599,15130.4268097238,15536.7810126162,13420.5053858491,15105.8441372835,13346.476990594,14969.5186317958,13534.1215969187,14991.7035034838,13866.0221223441,15032.8694688313,13417.6297556097,15091.7041879038,13419.6098420404,14997.5829345239,13625.7473381537,15007.6277396326,14066.040937883,15052.761094949
"619",12472.4425542979,15162.621287525,15519.466030691,13293.9100450142,15100.6714408824,13230.9767109712,14974.047427638,13444.8854119436,14999.6473146743,13815.848444059,15042.8046051531,13292.9772995817,15088.3376210164,13310.5277387409,15002.0248512952,13546.020371541,15015.4159878948,14038.5968965524,15063.3908239599
"620",13504.4856798804,15017.9921097244,15378.0019089846,14273.3523688687,14958.5231605317,14139.8614233451,14819.6879042128,14173.1316399654,14847.0397944008,14272.7384022625,14897.5672557417,14259.6487487427,14942.2592604635,14174.086302489,14845.1954993268,14207.5515432876,14861.4347816106,14336.9183541602,14921.2278976776
"621",13354.8377371621,15171.0734590216,15465.4378684676,14133.025410401,15078.2913130943,14019.1277061332,14956.0914198531,14100.2141675279,14982.016345872,14270.9916035832,15024.2523665882,14122.8230499337,15064.1859690042,14065.2807814386,14980.3685301827,14152.2146672031,14995.8151225724,14376.5464788001,15043.7502712663
"622",13573.5191735596,15149.0913151413,15390.9294675059,14346.2582786155,15015.1583987613,14215.5561562952,14893.8172188824,14257.0885982776,14918.6431482873,14369.5050209131,14960.4396306351,14333.1163795496,15000.7204176042,14252.0444118014,14916.8841815379,14294.863610718,14931.7491606503,14441.3448103108,14979.7014288943
"623",12589.4905790678,15008.6725161596,15407.8527862881,13399.2240249434,14962.1549642185,13319.5633698484,14820.683822229,13491.1784915505,14840.8082507048,13798.8246710598,14883.3721797481,13395.294944904,14948.6070600307,13388.6111481722,14849.8859270792,13576.8739147964,14857.114548934,13984.6734378473,14904.4176013519
"624",10189.9005138675,14884.2582858115,15258.1142574395,11096.3359467082,14795.5326530311,11152.5907801349,14706.1534521049,11671.4940502749,14755.7886061127,12505.4662542766,14815.35042823,11116.7890079092,14795.6725431594,11307.8217886797,14743.639101895,11885.1277051676,14775.8215798647,13001.3002131209,14842.931804062
"625",12027.9322759783,15234.651608082,15572.6224859658,12871.8503741518,15154.7029656568,12839.058960296,15036.5815289411,13130.7669141205,15065.3433234439,13620.2891962169,15109.9538316791,12876.3475029471,15144.7488304884,12937.9737890515,15065.8013205885,13260.7473899546,15081.6945987256,13913.1727699656,15131.1854726347
"626",11734.5503860668,15367.1171659068,15762.9539403666,12594.0481436153,15343.2036563718,12588.3838985777,15219.985218522,12947.241095029,15244.0227334642,13536.7345511667,15283.4482819568,12603.3987828955,15332.1780718162,12704.0266222153,15249.3200280441,13101.8000400236,15260.7471732741,13887.6804353828,14729.7918908097
"627",11717.5272037294,15160.8584665386,15462.1051272506,12567.4531763103,15050.7487906683,12549.0778400451,14937.0244562605,12876.3948741467,14963.9184317441,13420.7275589939,15006.2247703743,12574.504511027,15042.2473670018,12656.746149832,14966.46473874,13019.666826091,14980.3084052316,13746.422908966,15026.6603225177
"628",10474.9423160352,15106.8010337827,15436.6925465678,11383.3992693265,14993.6905921744,11436.5828406006,14891.0573503955,11948.1201446984,14924.205040993,12767.062623074,14970.0750754362,11403.4469457757,14990.8020932722,11590.6293502895,14925.9444621818,12159.0723138926,14943.2211478482,13252.0194312335,14992.4451495238
"629",13680.2207127023,15061.7084551905,15397.7013691787,14444.9248283617,14994.4361669743,14302.960710586,14860.8274207517,14315.4653055019,14886.5859698948,14383.7134544712,14931.8724520458,14429.7355491869,14978.0805939834,14332.1389273005,14885.0558613529,14342.357722925,14900.3684174852,14429.442526163,14952.7694347064
"630",13231.8279898801,15145.5544036714,15488.9910147308,14022.7525484363,15051.073448374,13911.4857056199,14900.1150863207,14004.2754952813,14910.2669386562,14193.132075288,14946.891219176,14013.21867024,15035.8187529757,13961.157983078,14927.5859229629,14061.2286674766,14925.6127891843,14309.2842988273,14965.9889873186
"631",12142.1603099029,15153.0027400636,15490.2356581111,12974.7512663379,15074.9193355695,12931.8163457604,14960.5195064941,13195.4556619671,14994.0873912808,13641.7600311058,15042.8539964401,12977.3531167075,15065.0747865493,13023.5439808413,14989.4496864106,13314.7584772004,15010.2232964059,13908.9311833532,15065.531893465
"632",13695.0096584794,15036.70091962,15253.4210849698,14457.8843025353,14863.3092689616,14313.6199687045,14727.5637676448,14320.1396709124,14747.7619625451,14379.1531961991,14795.316622553,14442.288910185,14847.7475365971,14341.3482329259,14750.8919385579,14344.851199292,14760.850330994,14419.3667533122,14818.668485161
"633",11197.5450208425,14957.2062741162,15305.1598279722,12063.2142161802,14855.9381656359,12068.4260369087,14752.0216475864,12452.1834256004,14791.5930028239,13074.6116589292,14845.1506915732,12074.4997660009,14851.8983703038,12190.349992895,14786.2214649397,12615.1375049575,14810.0428991676,13442.5897208143,14870.3901558458
"634",12553.0479376538,15207.628171878,15505.696821319,13370.0976931644,15094.9147913632,13306.5493834079,14984.4025890471,13516.8041410101,15021.7969177374,13881.7627173804,15075.1490737629,13368.9664786946,15085.5478376952,13384.911625849,15012.8477401737,13616.2068637986,15037.4811240826,14100.8170946232,15099.6553269288
"635",12881.7512062551,15121.8062924124,15466.3081618867,13683.5636095408,15054.8930617799,13593.0736228791,14935.5175123463,13737.0782671797,14971.741828982,14004.2144593373,15024.5638995714,13677.6091052077,15042.3911528742,13654.8915426144,14962.519511389,13812.3282010072,14986.8748908462,14166.8636149755,15048.5445669775
"636",14083.6391951552,15362.1512799832,15734.7393597827,14840.2726773057,15324.1378688068,14693.8174850233,15186.9514132866,14692.4257848321,15212.4184083491,14738.8704895508,15257.7004697546,14824.2080839039,15307.1141757208,14719.3655999815,15211.4171010423,14713.9292088053,15226.3618252745,14771.4898459898,15278.5923382869
"637",11132.5897747661,15038.7189006348,15385.4969063857,12008.4366899688,14946.1403808078,12017.2834955627,14836.2245683628,12416.0362064144,14869.8109579199,13066.8431215803,14917.9594206317,12020.4566172029,14940.2551384692,12142.9708488088,14869.1054621171,12585.4956213472,14887.8316922859,13454.1929139818,14941.0020108157
"638",12245.0537501974,15180.75572658,15631.2800650243,13071.9649150394,15183.7987080289,13023.8320793188,15050.2553193298,13274.2546017844,15077.5559140146,13702.4839556608,15123.6391185376,13073.603973906,15171.3717710066,13112.1310352223,15080.5070302224,13388.9234056659,15094.5376469959,13960.0464326302,15145.7193624611
"639",10721.444913433,14936.7794347094,15370.6688817498,11607.4022032974,14912.578481562,11635.7282301237,14809.8236257629,12082.612042872,14857.6651789278,12806.9698922002,14917.5212048721,11622.8052859209,14907.9154460173,11772.9464798937,14844.8695032182,12269.4349351902,14876.8104676696,13238.0116961789,14944.9676344505
"640",11836.0920285997,14980.4986177762,15407.5200655973,12681.4588460995,14961.7169631268,12642.9736133345,14827.6721834993,12922.9282341179,14851.7640553109,13395.8568102602,14894.6703785271,12684.9980903318,14949.6066885205,12739.1034378309,14858.0747581628,13048.8530715948,14868.8635827339,13679.4623113284,14915.6130132774
"641",13030.1371060788,15166.6525092875,15504.8325245713,13824.3600597057,15089.934723931,13728.6108055143,14956.7996402176,13857.552819246,14978.6255868513,14100.9471187783,15020.5482904775,13817.4785025365,15075.9287452083,13786.8524071022,14983.3581420135,13927.4179687971,14993.5963185824,14249.2530583141,15040.7180668711
"642",11770.3438994293,15001.802042015,15338.9877517779,12614.0820342618,14920.4066655428,12584.0427971277,14799.307613789,12881.3044046436,14824.4989700356,13377.610501347,14866.2720257862,12619.0736693284,14910.2149700824,12684.4242919797,14828.5100088649,13013.1931624369,14840.8711639832,13673.720019607,14886.5194759474
"643",11352.8197105097,15067.9916116052,15352.6463868928,12214.4005541173,14944.8480062714,12211.3161463762,14833.6159895904,12578.5970256592,14859.1338830777,13184.5733551248,14899.5195819941,12224.2176338871,14937.2005619181,12328.950629321,14863.3184849413,12736.8548136009,14875.6686505711,13547.1123406328,14919.2653347918
"644",11834.0430726377,15003.0758749426,15453.1764213116,12675.5509920722,15027.5542871521,12641.4988770236,14898.0276713273,12928.8766010898,14921.8363388621,13410.8428591893,14961.1558651477,12679.799246874,15014.3380810917,12739.300629885,14926.6262668903,13057.0505663192,14938.2674362275,13698.8064286506,14421.5893533263
"645",13009.2535159386,15011.1858365271,15345.4287219517,13800.3472565393,14914.5558536974,13695.5436473716,14773.2333205586,13802.9016224475,14790.7937676192,14013.8883352281,14832.6414123882,13791.8912265907,14900.5247146673,13748.5686881991,14800.7431193464,13864.98173984,14806.1008593606,14143.190162863,14853.5219465612
"646",11028.0452295198,15011.7232500389,15482.8517048701,11903.7163239891,15035.2099242025,11919.7435399066,14918.026212979,12333.6660076061,14955.559150611,13005.7196391044,15006.7544805842,11916.9259603477,15026.2400344188,12048.9312096951,14950.5512396024,12508.1348847763,14973.8277985457,13404.8102036384,15030.6625141627
"647",12477.8817750661,14997.3086204891,15333.2716275775,13288.1413832998,14926.2710833113,13213.9312951527,14793.3032164922,13399.0798861461,14809.0721377328,13729.1246381325,14843.5449889054,13285.164957457,14912.415350221,13286.2359995198,14819.6462261613,13490.09107893,14824.0903283833,13929.2061659661,14247.2267928865
"648",11077.57685995,14971.8261288734,15437.4803838109,11948.0185515869,14990.6534241277,11959.0110335066,14873.3166117069,12359.446057259,14910.6797874056,13011.2035898763,14961.9372052991,11960.3020858653,14981.6269553544,12084.781127619,14905.6817292761,12528.9215027726,14928.8337565863,13398.4495839494,14985.8650793249
"649",12810.1486875754,15196.9866929434,15523.8294381342,13615.4439946254,15114.3884528222,13535.4395063843,14984.2892921191,13703.9714127841,15004.6508249097,14005.751044667,15043.792103072,13611.4144838444,15101.07667898,13603.669720725,15010.9402643331,13788.3372469176,15019.7235556482,14187.6417807447,15062.8050622898
"650",11554.9624761917,15120.6103982767,15619.885286323,12408.2447831173,15145.1334344695,12398.1236178465,15012.1946817044,12745.2228944646,15041.5742941738,13319.323251872,15089.8183107011,12416.7159514483,15135.1773133947,12510.4989600465,15045.8906250004,12895.5202924501,15060.2464352709,13662.4905506384,15113.2592118402
"651",12254.1090298758,15130.8428728027,15394.1550012619,13083.1013513231,15014.3876074439,13031.2269466312,14905.2394747623,13273.3777294704,14933.6170281722,13687.3449597097,14975.0203056337,13084.1530014546,15003.7048822379,13117.788634924,14931.1330297108,13384.9709859929,14948.3213340185,13935.5312484368,14994.2934698525
"652",13491.8970011889,15209.9000767741,15562.1835350523,14267.6156408398,15158.7720365689,14147.4872031347,15034.1675260433,14213.4016434787,15066.5451092863,14361.6152600774,15115.6769527392,14256.2763532432,15144.0786193606,14189.749042361,15059.3629234887,14259.6586147775,15080.8227243426,14454.0421323027,15137.8829799345
"653",9876.06996797353,14987.8000789752,15384.618223532,10797.3081093246,14863.1056020969,10878.0392150528,14787.0968096377,11459.1966610495,14842.0258403301,12388.9692629364,14904.3758856157,10822.1391575231,14871.6775966903,11048.6686197401,14832.1331325388,11696.0581170853,14865.0248186403,12942.0337892961,14933.7584311057
"654",13413.251463428,15195.3504372038,15516.8735523936,14196.8156852615,15099.4666604363,14078.3908600573,14965.3830093609,14151.8370429916,14991.7523102906,14312.1451899994,15040.8349722594,14185.8874857784,15084.9843455355,14122.8232175477,14991.5929332968,14201.2476336521,15006.4088014522,14411.8983121603,15064.1100056676
"655",9243.87775111503,14886.083969832,15372.4190982596,10189.872259155,14915.2433205938,10303.5809907733,14805.0797401551,10968.3398533273,14840.5181060638,12021.5904698169,14887.9030030035,10220.685132353,14910.2996107789,10495.3021604851,14841.1363956737,11235.8164035797,14860.7730753857,12645.7195108888,14910.9701725015
"656",13828.0311176864,15321.7891298593,15575.1318835806,14597.6804349087,15198.568207382,14463.1428732979,15089.2865016844,14494.0097889727,15133.3136460135,14589.9328259243,15193.3999049563,14583.7517981378,15185.1264023596,14496.5918610077,15112.7476061174,14527.2306162125,15146.501075176,14651.8719255832,15219.6837978825
