,,Sensitivity,,Specificity
18256,2.78,0.94,7.751,1.00
18257,2.78,0.94,7.751,1.00
18258,2.942,0.95,7.192,1.00
18259,2.942,0.95,7.192,1.00
18260,2.942,0.95,7.192,1.00
18261,2.645,0.93,8.744,1.00
18262,2.645,0.93,8.744,1.00
18263,2.645,0.93,8.744,1.00
18264,2.645,0.93,8.744,1.00
18265,2.645,0.93,8.744,1.00
18266,2.645,0.93,8.744,1.00
18267,2.645,0.93,8.744,1.00
18268,2.645,0.93,8.744,1.00
18269,2.645,0.93,8.744,1.00
18270,3.834,0.98,3.099,0.96
18271,3.382,0.97,4.129,0.98
18272,4.134,0.98,3.477,0.97
18273,4.134,0.98,3.477,0.97
18274,4.134,0.98,3.477,0.97
18275,4.134,0.98,3.477,0.97
18276,3.297,0.96,4.959,0.99
18277,3.297,0.96,4.959,0.99
18278,3.297,0.96,4.959,0.99
18279,3.297,0.96,4.959,0.99
18280,3.297,0.96,4.959,0.99
18281,4.615,0.99,-9.786,0.00
18282,4.266,0.99,17.33,1.00
18283,3.048,0.95,3.73,0.98
18284,3.048,0.95,3.73,0.98
18285,3.048,0.95,3.73,0.98
18286,3.048,0.95,3.73,0.98
18287,3.048,0.95,3.73,0.98
18288,3.048,0.95,3.73,0.98
18289,3.048,0.95,3.73,0.98
18290,3.048,0.95,3.73,0.98
18291,4.01,0.98,-8.156,0.00
18292,4.478,0.99,-0.8634,0.30
18293,3.993,0.98,4.007,0.98
18294,3.993,0.98,4.007,0.98
18295,3.993,0.98,4.007,0.98
18296,3.993,0.98,4.007,0.98
18297,3.993,0.98,4.007,0.98
18298,3.993,0.98,4.007,0.98
18299,3.993,0.98,4.007,0.98
18300,3.993,0.98,4.007,0.98
18301,2.752,0.94,-2.669,0.06
18302,2.752,0.94,-2.669,0.06
18303,2.752,0.94,-2.669,0.06
18304,2.752,0.94,-2.669,0.06
18305,3.342,0.97,5.437,1.00
18306,3.342,0.97,5.437,1.00
18307,3.342,0.97,5.437,1.00
18308,3.342,0.97,5.437,1.00
18309,3.342,0.97,5.437,1.00
18310,3.342,0.97,5.437,1.00
18311,3.052,0.95,-22.27,0.00
18312,3.155,0.96,-1.811,0.14
18313,3.155,0.96,-1.811,0.14
18314,2.892,0.95,1.012,0.73
18315,2.892,0.95,1.012,0.73
18316,3.053,0.95,1.577,0.83
18317,3.053,0.95,1.577,0.83
18318,4.656,0.99,3.634,0.97
18319,4.656,0.99,3.634,0.97
18320,4.656,0.99,3.634,0.97
18321,3.621,0.97,-4.426,0.01
18322,3.621,0.97,-4.426,0.01
18323,3.621,0.97,-4.426,0.01
18324,3.425,0.97,3.437,0.97
18325,3.425,0.97,3.437,0.97
18326,3.425,0.97,3.437,0.97
18327,3.425,0.97,3.437,0.97
18328,3.425,0.97,3.437,0.97
18329,3.425,0.97,3.437,0.97
18330,3.425,0.97,3.437,0.97
18331,3.279,0.96,-8.344,0.00
18332,3.361,0.97,5.449,1.00
18333,3.361,0.97,5.449,1.00
18334,3.361,0.97,5.449,1.00
18335,3.361,0.97,5.449,1.00
18336,3.361,0.97,5.449,1.00
18337,3.361,0.97,5.449,1.00
18338,3.361,0.97,5.449,1.00
18339,3.361,0.97,5.449,1.00
18340,3.821,0.98,4.517,0.99
18341,3.812,0.98,6.59,1.00
18342,3.812,0.98,6.59,1.00
18343,3.812,0.98,6.59,1.00
18344,3.812,0.98,6.59,1.00
18345,3.812,0.98,6.59,1.00
18346,3.812,0.98,6.59,1.00
18347,3.812,0.98,6.59,1.00
18348,3.812,0.98,6.59,1.00
18349,3.812,0.98,6.59,1.00
18350,3.812,0.98,6.59,1.00
18351,4.432,0.99,-12.19,0.00
18352,3.573,0.97,-4.465,0.01
18353,3.573,0.97,-4.465,0.01
18354,4.469,0.99,6.045,1.00
18355,4.469,0.99,6.045,1.00
18356,4.469,0.99,6.045,1.00
18357,4.469,0.99,6.045,1.00
18358,4.469,0.99,6.045,1.00
18359,4.469,0.99,6.045,1.00
18360,4.469,0.99,6.045,1.00
18361,4.061,0.98,-5.496,0.00
18362,1.482,0.81,2.6,0.93
18363,1.482,0.81,2.6,0.93
18364,1.482,0.81,2.6,0.93
18365,1.482,0.81,2.6,0.93
18366,1.482,0.81,2.6,0.93
18367,1.482,0.81,2.6,0.93
18368,1.482,0.81,2.6,0.93
18369,1.482,0.81,2.6,0.93
18370,1.482,0.81,2.6,0.93
18371,5.266,0.99,-22.09,0.00
18372,-2.804,0.06,-3.773,0.02
18373,-2.804,0.06,-3.773,0.02
18374,-2.804,0.06,-3.773,0.02
18375,-2.804,0.06,-3.773,0.02
18376,-2.804,0.06,-3.773,0.02
18377,-2.804,0.06,-3.773,0.02
18378,-2.804,0.06,-3.773,0.02
18379,-2.804,0.06,-3.773,0.02
18380,-2.804,0.06,-3.773,0.02
18381,3.224,0.96,0.4546,0.61
18382,3.224,0.96,0.4546,0.61
18383,3.224,0.96,0.4546,0.61
18384,3.803,0.98,3.898,0.98
18385,3.803,0.98,3.898,0.98
18386,3.803,0.98,3.898,0.98
18387,3.803,0.98,3.898,0.98
18388,3.535,0.97,5.514,1.00
18389,3.535,0.97,5.514,1.00
18390,3.535,0.97,5.514,1.00
18391,3.377,0.97,10.69,1.00
18392,3.377,0.97,10.69,1.00
18393,3.377,0.97,10.69,1.00
18394,3.377,0.97,10.69,1.00
18395,3.377,0.97,10.69,1.00
18396,3.377,0.97,10.69,1.00
18397,2.888,0.95,8.096,1.00
18398,2.888,0.95,8.096,1.00
18399,3.687,0.98,4.422,0.99
18400,3.687,0.98,4.422,0.99
18401,2.768,0.94,2.52,0.93
18402,2.768,0.94,2.52,0.93
18403,2.768,0.94,2.52,0.93
18404,2.768,0.94,2.52,0.93
18405,2.768,0.94,2.52,0.93
18406,2.768,0.94,2.52,0.93
18407,2.768,0.94,2.52,0.93
18408,2.768,0.94,2.52,0.93
18409,2.768,0.94,2.52,0.93
18410,2.768,0.94,2.52,0.93
18411,3.637,0.97,-4.319,0.01
18412,3.044,0.95,-1.748,0.15
18413,3.044,0.95,-1.748,0.15
18414,3.044,0.95,-1.748,0.15
18415,3.044,0.95,-1.748,0.15
18416,4.113,0.98,1.238,0.78
18417,4.113,0.98,1.238,0.78
18418,4.113,0.98,1.238,0.78
18419,4.113,0.98,1.238,0.78
18420,4.113,0.98,1.238,0.78
18421,4.37,0.99,-17.33,0.00
18422,2.931,0.95,-8.21,0.00
18423,3.214,0.96,-7.088,0.00
18424,3.214,0.96,-7.088,0.00
18425,2.425,0.92,-2.048,0.11
18426,3.16,0.96,0.4152,0.60
18427,3.16,0.96,0.4152,0.60
18428,3.16,0.96,0.4152,0.60
18429,2.635,0.93,2.946,0.95
18430,2.635,0.93,2.946,0.95
18431,3.068,0.96,6.377,1.00
18432,2.574,0.93,7.217,1.00
18433,2.574,0.93,7.217,1.00
18434,2.574,0.93,7.217,1.00
18435,2.574,0.93,7.217,1.00
18436,2.574,0.93,7.217,1.00
18437,2.574,0.93,7.217,1.00
18438,2.736,0.94,6.978,1.00
18439,2.736,0.94,6.978,1.00
18440,2.736,0.94,6.978,1.00
18441,4.133,0.98,-3.722,0.02
18442,4.133,0.98,-3.722,0.02
18443,4.133,0.98,-3.722,0.02
18444,2.75,0.94,3.951,0.98
18445,3.595,0.97,2.857,0.95
18446,3.595,0.97,2.857,0.95
18447,3.595,0.97,2.857,0.95
18448,3.595,0.97,2.857,0.95
18449,3.595,0.97,2.857,0.95
18450,3.595,0.97,2.857,0.95
18451,2.879,0.95,5.887,1.00
18452,2.879,0.95,5.887,1.00
18453,2.879,0.95,5.887,1.00
18454,2.879,0.95,5.887,1.00
18455,4.319,0.99,3.686,0.98
18456,4.319,0.99,3.686,0.98
18457,4.319,0.99,3.686,0.98
18458,4.319,0.99,3.686,0.98
18459,4.319,0.99,3.686,0.98
18460,4.319,0.99,3.686,0.98
18461,4.091,0.98,-34.79,0.00
18462,4.679,0.99,-0.7695,0.32
18463,2.732,0.94,16.26,1.00
18464,2.732,0.94,16.26,1.00
18465,2.732,0.94,16.26,1.00
18466,2.732,0.94,16.26,1.00
18467,2.732,0.94,16.26,1.00
18468,4.289,0.99,10.06,1.00
18469,4.289,0.99,10.06,1.00
18470,3.756,0.98,9.714,1.00
18471,2.647,0.93,-4.059,0.02
18472,2.947,0.95,-1.335,0.21
18473,2.884,0.95,8.672,1.00
18474,2.884,0.95,8.672,1.00
18475,2.884,0.95,8.672,1.00
18476,3.925,0.98,8.941,1.00
18477,3.925,0.98,8.941,1.00
18478,4.019,0.98,10.62,1.00
18479,4.019,0.98,10.62,1.00
18480,3.92,0.98,4.154,0.98
18481,3.198,0.96,-2.678,0.06
18482,3.198,0.96,-2.678,0.06
18483,3.198,0.96,-2.678,0.06
18484,3.198,0.96,-2.678,0.06
18485,3.642,0.97,3.704,0.98
18486,3.788,0.98,4.886,0.99
18487,3.788,0.98,4.886,0.99
18488,3.788,0.98,4.886,0.99
18489,2.772,0.94,6.539,1.00
18490,2.772,0.94,6.539,1.00
18491,3.149,0.96,-13.13,0.00
18492,3.318,0.97,-6.139,0.00
18493,3.318,0.97,-6.139,0.00
18494,3.804,0.98,1.198,0.77
18495,3.804,0.98,1.198,0.77
18496,3.804,0.98,1.198,0.77
18497,3.804,0.98,1.198,0.77
18498,3.804,0.98,1.198,0.77
18499,3.804,0.98,1.198,0.77
18500,3.804,0.98,1.198,0.77
18501,4.255,0.99,-5.215,0.01
18502,2.731,0.94,12.69,1.00
18503,2.731,0.94,12.69,1.00
18504,2.731,0.94,12.69,1.00
18505,2.731,0.94,12.69,1.00
18506,2.731,0.94,12.69,1.00
18507,2.731,0.94,12.69,1.00
18508,2.731,0.94,12.69,1.00
18509,2.731,0.94,12.69,1.00
18510,2.731,0.94,12.69,1.00
18511,3.039,0.95,-10.16,0.00
18512,3.51,0.97,12.96,1.00
18513,3.51,0.97,12.96,1.00
18514,3.51,0.97,12.96,1.00
18515,3.51,0.97,12.96,1.00
18516,3.51,0.97,12.96,1.00
18517,2.808,0.94,4.316,0.99
18518,2.808,0.94,4.316,0.99
18519,2.808,0.94,4.316,0.99
18520,2.808,0.94,4.316,0.99
18521,3.335,0.97,-4.531,0.01
18522,3.586,0.97,17.87,1.00
18523,2.532,0.93,3.061,0.96
18524,2.532,0.93,3.061,0.96
18525,2.532,0.93,3.061,0.96
18526,2.532,0.93,3.061,0.96
18527,2.532,0.93,3.061,0.96
18528,2.532,0.93,3.061,0.96
18529,2.532,0.93,3.061,0.96
18530,2.532,0.93,3.061,0.96
18531,4.116,0.98,4.348,0.99
18532,4.116,0.98,4.348,0.99
18533,4.116,0.98,4.348,0.99
18534,3.274,0.96,3.838,0.98
18535,2.869,0.95,7.121,1.00
18536,2.869,0.95,7.121,1.00
18537,2.869,0.95,7.121,1.00
18538,2.869,0.95,7.121,1.00
18539,2.869,0.95,7.121,1.00
18540,2.869,0.95,7.121,1.00
18541,3.502,0.97,3.502,0.97
18542,3.502,0.97,3.502,0.97
18543,3.502,0.97,3.502,0.97
18544,3.502,0.97,3.502,0.97
18545,3.502,0.97,3.502,0.97
18546,3.502,0.97,3.502,0.97
18547,3.502,0.97,3.502,0.97
18548,3.502,0.97,3.502,0.97
18549,3.502,0.97,3.502,0.97
18550,3.502,0.97,3.502,0.97
18551,3.4,0.97,4.027,0.98
18552,3.4,0.97,4.027,0.98
18553,3.4,0.97,4.027,0.98
18554,3.4,0.97,4.027,0.98
18555,3.4,0.97,4.027,0.98
18556,3.4,0.97,4.027,0.98
18557,3.4,0.97,4.027,0.98
18558,3.4,0.97,4.027,0.98
18559,3.4,0.97,4.027,0.98
18560,3.4,0.97,4.027,0.98
18561,3.014,0.95,-9.999,0.00
18562,3.615,0.97,-5.858,0.00
18563,3.615,0.97,-5.858,0.00
18564,3.752,0.98,-0.3473,0.41
18565,3.752,0.98,-0.3473,0.41
18566,3.752,0.98,-0.3473,0.41
18567,4.696,0.99,1.638,0.84
18568,4.696,0.99,1.638,0.84
18569,4.696,0.99,1.638,0.84
18570,4.696,0.99,1.638,0.84
18571,4.009,0.98,5.39,1.00
18572,4.009,0.98,5.39,1.00
18573,2.609,0.93,5.336,1.00
18574,2.609,0.93,5.336,1.00
18575,2.609,0.93,5.336,1.00
18576,2.609,0.93,5.336,1.00
18577,2.609,0.93,5.336,1.00
18578,2.609,0.93,5.336,1.00
18579,2.609,0.93,5.336,1.00
18580,2.609,0.93,5.336,1.00
18581,3.102,0.96,3.132,0.96
18582,3.102,0.96,3.132,0.96
18583,3.102,0.96,3.132,0.96
18584,3.102,0.96,3.132,0.96
18585,3.102,0.96,3.132,0.96
18586,3.102,0.96,3.132,0.96
18587,3.102,0.96,3.132,0.96
18588,3.102,0.96,3.132,0.96
18589,3.102,0.96,3.132,0.96
18590,3.102,0.96,3.132,0.96
18591,5.753,1.00,-4.44,0.01
18592,5.753,1.00,-4.44,0.01
18593,5.753,1.00,-4.44,0.01
18594,-0.3713,0.41,10.22,1.00
18595,-0.3713,0.41,10.22,1.00
18596,-0.3713,0.41,10.22,1.00
18597,-0.3713,0.41,10.22,1.00
18598,-0.3713,0.41,10.22,1.00
18599,-0.3713,0.41,10.22,1.00
18600,-0.3713,0.41,10.22,1.00
18601,4.087,0.98,-1.422,0.19
18602,4.087,0.98,-1.422,0.19
18603,4.087,0.98,-1.422,0.19
18604,3.06,0.96,2.419,0.92
18605,3.06,0.96,2.419,0.92
18606,3.06,0.96,2.419,0.92
18607,3.06,0.96,2.419,0.92
18608,3.06,0.96,2.419,0.92
18609,3.06,0.96,2.419,0.92
18610,3.06,0.96,2.419,0.92
18611,3.993,0.98,-9.368,0.00
18612,3.993,0.98,-9.368,0.00
18613,3.993,0.98,-9.368,0.00
18614,4.162,0.98,12.96,1.00
18615,4.162,0.98,12.96,1.00
18616,4.162,0.98,12.96,1.00
18617,4.162,0.98,12.96,1.00
18618,4.162,0.98,12.96,1.00
18619,4.162,0.98,12.96,1.00
18620,2.109,0.89,2.692,0.94
18621,3.973,0.98,0.4876,0.62
18622,4.007,0.98,3.21,0.96
18623,4.007,0.98,3.21,0.96
18624,4.007,0.98,3.21,0.96
18625,4.007,0.98,3.21,0.96
18626,4.007,0.98,3.21,0.96
18627,4.007,0.98,3.21,0.96
18628,4.007,0.98,3.21,0.96
18629,4.007,0.98,3.21,0.96
18630,4.007,0.98,3.21,0.96
18631,2.619,0.93,-1.7,0.15
18632,3.231,0.96,1.654,0.84
18633,3.231,0.96,1.654,0.84
18634,3.231,0.96,1.654,0.84
18635,3.231,0.96,1.654,0.84
18636,3.231,0.96,1.654,0.84
18637,3.231,0.96,1.654,0.84
18638,3.231,0.96,1.654,0.84
18639,3.231,0.96,1.654,0.84
18640,3.231,0.96,1.654,0.84
18641,4.655,0.99,-2.86,0.05
18642,0.865,0.70,-0.09777,0.48
18643,0.865,0.70,-0.09777,0.48
18644,0.865,0.70,-0.09777,0.48
18645,1.942,0.87,5.819,1.00
18646,1.942,0.87,5.819,1.00
18647,1.942,0.87,5.819,1.00
18648,1.942,0.87,5.819,1.00
18649,1.942,0.87,5.819,1.00
18650,1.942,0.87,5.819,1.00
18651,2.938,0.95,-19.63,0.00
18652,2.947,0.95,10.02,1.00
18653,2.947,0.95,10.02,1.00
18654,2.947,0.95,10.02,1.00
18655,2.947,0.95,10.02,1.00
18656,2.947,0.95,10.02,1.00
18657,3.71,0.98,6.927,1.00
18658,3.502,0.97,3.829,0.98
18659,3.502,0.97,3.829,0.98
18660,3.502,0.97,3.829,0.98
18661,2.549,0.93,-17.31,0.00
18662,2.45,0.92,-2.697,0.06
18663,2.45,0.92,-2.697,0.06
18664,2.45,0.92,-2.697,0.06
18665,3.057,0.96,9.352,1.00
18666,3.057,0.96,9.352,1.00
18667,3.057,0.96,9.352,1.00
18668,3.057,0.96,9.352,1.00
18669,3.057,0.96,9.352,1.00
18670,3.679,0.98,4.356,0.99
18671,3.093,0.96,-0.4213,0.40
18672,3.093,0.96,-0.4213,0.40
18673,3.093,0.96,-0.4213,0.40
18674,4.144,0.98,0.1771,0.54
18675,4.144,0.98,0.1771,0.54
18676,4.144,0.98,0.1771,0.54
18677,4.144,0.98,0.1771,0.54
18678,4.144,0.98,0.1771,0.54
18679,3.28,0.96,5.812,1.00
18680,3.28,0.96,5.812,1.00
18681,4.205,0.99,-8.283,0.00
18682,4.881,0.99,2.94,0.95
18683,4.881,0.99,2.94,0.95
18684,4.881,0.99,2.94,0.95
18685,4.881,0.99,2.94,0.95
18686,4.881,0.99,2.94,0.95
18687,4.881,0.99,2.94,0.95
18688,4.881,0.99,2.94,0.95
18689,4.881,0.99,2.94,0.95
18690,4.881,0.99,2.94,0.95
18691,2.963,0.95,-10.09,0.00
18692,3.395,0.97,-0.9482,0.28
18693,3.366,0.97,12.84,1.00
18694,3.066,0.96,8.5,1.00
18695,3.066,0.96,8.5,1.00
18696,3.066,0.96,8.5,1.00
18697,3.066,0.96,8.5,1.00
18698,3.066,0.96,8.5,1.00
18699,3.066,0.96,8.5,1.00
18700,4.009,0.98,7.999,1.00
18701,3.251,0.96,-4.889,0.01
18702,3.251,0.96,-4.889,0.01
18703,3.251,0.96,-4.889,0.01
18704,3.251,0.96,-4.889,0.01
18705,3.251,0.96,-4.889,0.01
18706,3.577,0.97,11.29,1.00
18707,3.099,0.96,5.941,1.00
18708,3.099,0.96,5.941,1.00
18709,3.099,0.96,5.941,1.00
18710,3.099,0.96,5.941,1.00
18711,4.967,0.99,-8.414,0.00
18712,2.298,0.91,4.015,0.98
18713,2.298,0.91,4.015,0.98
18714,2.298,0.91,4.015,0.98
18715,2.298,0.91,4.015,0.98
18716,2.298,0.91,4.015,0.98
18717,2.298,0.91,4.015,0.98
18718,2.298,0.91,4.015,0.98
18719,2.298,0.91,4.015,0.98
18720,2.298,0.91,4.015,0.98
18721,5.376,1.00,-1.927,0.13
18722,5.376,1.00,-1.927,0.13
18723,5.376,1.00,-1.927,0.13
18724,-1.038,0.26,8.458,1.00
18725,-1.038,0.26,8.458,1.00
18726,-1.038,0.26,8.458,1.00
18727,-1.038,0.26,8.458,1.00
18728,-1.038,0.26,8.458,1.00
18729,-1.038,0.26,8.458,1.00
18730,-1.038,0.26,8.458,1.00
18731,3.964,0.98,-1.61,0.17
18732,3.964,0.98,-1.61,0.17
18733,2.953,0.95,3.076,0.96
18734,2.953,0.95,3.076,0.96
18735,2.953,0.95,3.076,0.96
18736,2.953,0.95,3.076,0.96
18737,2.953,0.95,3.076,0.96
18738,2.953,0.95,3.076,0.96
18739,2.953,0.95,3.076,0.96
18740,2.953,0.95,3.076,0.96
18741,3.869,0.98,-10.9,0.00
18742,3.869,0.98,-10.9,0.00
18743,3.869,0.98,-10.9,0.00
18744,2.155,0.90,1.192,0.77
18745,2.307,0.91,2.319,0.91
18746,2.307,0.91,2.319,0.91
18747,3.791,0.98,5.272,0.99
18748,3.305,0.96,4.667,0.99
18749,3.305,0.96,4.667,0.99
18750,3.305,0.96,4.667,0.99
18751,3.278,0.96,-6.59,0.00
18752,3.278,0.96,-6.59,0.00
18753,3.145,0.96,15.87,1.00
18754,3.668,0.98,11.84,1.00
18755,3.668,0.98,11.84,1.00
18756,3.668,0.98,11.84,1.00
18757,3.668,0.98,11.84,1.00
18758,3.668,0.98,11.84,1.00
18759,4.194,0.99,5.041,0.99
18760,4.194,0.99,5.041,0.99
18761,3.943,0.98,-2.819,0.06
18762,3.943,0.98,-2.819,0.06
18763,3.943,0.98,-2.819,0.06
18764,3.943,0.98,-2.819,0.06
18765,3.943,0.98,-2.819,0.06
18766,2.865,0.95,1.846,0.86
18767,2.865,0.95,1.846,0.86
18768,3.325,0.97,3.945,0.98
18769,3.325,0.97,3.945,0.98
18770,3.325,0.97,3.945,0.98
18771,3.771,0.98,-7.387,0.00
18772,3.208,0.96,-3.227,0.04
18773,3.533,0.97,14.5,1.00
18774,3.533,0.97,14.5,1.00
18775,3.533,0.97,14.5,1.00
18776,2.507,0.92,4.704,0.99
18777,2.507,0.92,4.704,0.99
18778,2.507,0.92,4.704,0.99
18779,2.507,0.92,4.704,0.99
18780,2.507,0.92,4.704,0.99
18781,4.086,0.98,-0.4779,0.38
18782,4.086,0.98,-0.4779,0.38
18783,4.086,0.98,-0.4779,0.38
18784,4.086,0.98,-0.4779,0.38
18785,3.766,0.98,1.611,0.83
18786,2.672,0.94,7.321,1.00
18787,2.672,0.94,7.321,1.00
18788,2.672,0.94,7.321,1.00
18789,2.672,0.94,7.321,1.00
18790,2.672,0.94,7.321,1.00
18791,4.426,0.99,-1.452,0.19
18792,1.842,0.86,11.55,1.00
18793,1.842,0.86,11.55,1.00
18794,1.842,0.86,11.55,1.00
18795,2.725,0.94,6.662,1.00
18796,3.224,0.96,5.614,1.00
18797,3.224,0.96,5.614,1.00
18798,3.224,0.96,5.614,1.00
18799,3.224,0.96,5.614,1.00
18800,3.224,0.96,5.614,1.00
18801,4.378,0.99,7.573,1.00
18802,4.378,0.99,7.573,1.00
18803,4.378,0.99,7.573,1.00
18804,4.378,0.99,7.573,1.00
18805,4.378,0.99,7.573,1.00
18806,4.378,0.99,7.573,1.00
18807,4.378,0.99,7.573,1.00
18808,4.378,0.99,7.573,1.00
18809,4.378,0.99,7.573,1.00
18810,4.378,0.99,7.573,1.00
18811,4.261,0.99,-19.12,0.00
18812,3.023,0.95,-1.44,0.19
18813,3.023,0.95,-1.44,0.19
18814,3.023,0.95,-1.44,0.19
18815,3.565,0.97,4.835,0.99
18816,3.565,0.97,4.835,0.99
18817,3.565,0.97,4.835,0.99
18818,3.565,0.97,4.835,0.99
18819,3.565,0.97,4.835,0.99
18820,3.565,0.97,4.835,0.99
18821,4.237,0.99,-2.488,0.08
18822,4.237,0.99,-2.488,0.08
18823,2.792,0.94,4.794,0.99
18824,2.792,0.94,4.794,0.99
18825,2.792,0.94,4.794,0.99
18826,2.792,0.94,4.794,0.99
18827,2.792,0.94,4.794,0.99
18828,2.792,0.94,4.794,0.99
18829,2.792,0.94,4.794,0.99
18830,2.792,0.94,4.794,0.99
18831,3.807,0.98,-19.85,0.00
18832,3.174,0.96,-19.38,0.00
18833,3.053,0.95,0.9445,0.72
18834,3.053,0.95,0.9445,0.72
18835,3.053,0.95,0.9445,0.72
18836,3.053,0.95,0.9445,0.72
18837,3.053,0.95,0.9445,0.72
18838,3.757,0.98,5.04,0.99
18839,3.757,0.98,5.04,0.99
18840,3.757,0.98,5.04,0.99
18841,5.245,0.99,-23.18,0.00
18842,3.052,0.95,-6.905,0.00
18843,3.841,0.98,-5.734,0.00
18844,4.017,0.98,9.278,1.00
18845,4.017,0.98,9.278,1.00
18846,4.017,0.98,9.278,1.00
18847,4.698,0.99,3.2,0.96
18848,4.698,0.99,3.2,0.96
18849,4.698,0.99,3.2,0.96
18850,4.698,0.99,3.2,0.96
18851,3.856,0.98,-2.02,0.12
18852,1.909,0.87,-1.185,0.23
18853,1.909,0.87,-1.185,0.23
18854,2.87,0.95,14.79,1.00
18855,3.914,0.98,6.37,1.00
18856,3.914,0.98,6.37,1.00
18857,2.994,0.95,4.72,0.99
18858,2.994,0.95,4.72,0.99
18859,2.994,0.95,4.72,0.99
18860,2.994,0.95,4.72,0.99
18861,3.445,0.97,8.087,1.00
18862,3.445,0.97,8.087,1.00
18863,3.445,0.97,8.087,1.00
18864,3.445,0.97,8.087,1.00
18865,4.045,0.98,2.432,0.92
18866,4.045,0.98,2.432,0.92
18867,4.045,0.98,2.432,0.92
18868,4.045,0.98,2.432,0.92
18869,2.005,0.88,4.24,0.99
18870,2.005,0.88,4.24,0.99
18871,3.707,0.98,-0.9178,0.29
18872,3.59,0.97,8.121,1.00
18873,3.59,0.97,8.121,1.00
18874,2.849,0.95,8.13,1.00
18875,2.849,0.95,8.13,1.00
18876,2.849,0.95,8.13,1.00
18877,2.849,0.95,8.13,1.00
18878,3.381,0.97,7.91,1.00
18879,3.381,0.97,7.91,1.00
18880,3.381,0.97,7.91,1.00
18881,3.91,0.98,-0.8373,0.30
18882,3.91,0.98,-0.8373,0.30
18883,1.443,0.81,9.093,1.00
18884,1.443,0.81,9.093,1.00
18885,1.443,0.81,9.093,1.00
18886,1.443,0.81,9.093,1.00
18887,1.443,0.81,9.093,1.00
18888,1.443,0.81,9.093,1.00
18889,1.443,0.81,9.093,1.00
18890,1.443,0.81,9.093,1.00
18891,2.835,0.94,-7.814,0.00
18892,2.846,0.95,-0.1256,0.47
18893,3.903,0.98,1.667,0.84
18894,3.903,0.98,1.667,0.84
18895,3.903,0.98,1.667,0.84
18896,3.903,0.98,1.667,0.84
18897,3.903,0.98,1.667,0.84
18898,3.903,0.98,1.667,0.84
18899,3.903,0.98,1.667,0.84
18900,3.903,0.98,1.667,0.84
18901,4.699,0.99,-3.691,0.02
18902,4.699,0.99,-3.691,0.02
18903,1.967,0.88,13.17,1.00
18904,1.967,0.88,13.17,1.00
18905,2.824,0.94,7.931,1.00
18906,2.824,0.94,7.931,1.00
18907,2.824,0.94,7.931,1.00
18908,3.369,0.97,5.509,1.00
18909,3.369,0.97,5.509,1.00
18910,3.369,0.97,5.509,1.00
18911,3.213,0.96,-13.13,0.00
18912,3.761,0.98,-6.852,0.00
18913,3.761,0.98,-6.852,0.00
18914,3.95,0.98,2.256,0.91
18915,3.95,0.98,2.256,0.91
18916,3.454,0.97,2.398,0.92
18917,3.454,0.97,2.398,0.92
18918,3.454,0.97,2.398,0.92
18919,3.454,0.97,2.398,0.92
18920,3.454,0.97,2.398,0.92
18921,3.521,0.97,-9.048,0.00
18922,2.926,0.95,12.25,1.00
18923,2.926,0.95,12.25,1.00
18924,3.109,0.96,9.373,1.00
18925,3.109,0.96,9.373,1.00
18926,3.109,0.96,9.373,1.00
18927,3.713,0.98,2.47,0.92
18928,3.713,0.98,2.47,0.92
18929,3.713,0.98,2.47,0.92
18930,3.713,0.98,2.47,0.92
18931,4.789,0.99,1.137,0.76
18932,4.789,0.99,1.137,0.76
18933,4.789,0.99,1.137,0.76
18934,4.789,0.99,1.137,0.76
18935,4.789,0.99,1.137,0.76
18936,2.365,0.91,2.458,0.92
18937,2.365,0.91,2.458,0.92
18938,2.365,0.91,2.458,0.92
18939,2.365,0.91,2.458,0.92
18940,2.365,0.91,2.458,0.92
18941,3.006,0.95,3.935,0.98
18942,3.006,0.95,3.935,0.98
18943,3.006,0.95,3.935,0.98
18944,3.006,0.95,3.935,0.98
18945,3.006,0.95,3.935,0.98
18946,3.006,0.95,3.935,0.98
18947,3.006,0.95,3.935,0.98
18948,3.006,0.95,3.935,0.98
18949,3.006,0.95,3.935,0.98
18950,3.006,0.95,3.935,0.98
18951,3.313,0.96,-6.643,0.00
18952,2.98,0.95,1.636,0.84
18953,2.98,0.95,1.636,0.84
18954,2.98,0.95,1.636,0.84
18955,2.98,0.95,1.636,0.84
18956,2.98,0.95,1.636,0.84
18957,2.98,0.95,1.636,0.84
18958,2.98,0.95,1.636,0.84
18959,2.98,0.95,1.636,0.84
18960,2.98,0.95,1.636,0.84
18961,3.626,0.97,13.32,1.00
18962,3.626,0.97,13.32,1.00
18963,3.626,0.97,13.32,1.00
18964,1.973,0.88,9.638,1.00
18965,1.973,0.88,9.638,1.00
18966,1.973,0.88,9.638,1.00
18967,1.973,0.88,9.638,1.00
18968,1.973,0.88,9.638,1.00
18969,1.973,0.88,9.638,1.00
18970,1.973,0.88,9.638,1.00
18971,3.453,0.97,14.15,1.00
18972,3.453,0.97,14.15,1.00
18973,3.453,0.97,14.15,1.00
18974,2.73,0.94,4.061,0.98
18975,2.73,0.94,4.061,0.98
18976,2.73,0.94,4.061,0.98
18977,2.73,0.94,4.061,0.98
18978,2.73,0.94,4.061,0.98
18979,2.73,0.94,4.061,0.98
18980,2.73,0.94,4.061,0.98
